Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
143-68-7538,B,Yangon,Member,Female,Sports and travel,98.25,9,44.2125,928.4625,06/22/2025,09:45,Ewallet,4.9
053-14-8769,A,Mandalay,Normal,Female,Sports and travel,52.3,5,13.075,274.575,05/15/2025,14:50,Credit card,6.2
272-78-3004,B,Naypyitaw,Member,Male,Home and lifestyle,18.33,7,6.4155,134.7255,07/13/2025,09:38,Cash,7.0
129-52-4711,C,Naypyitaw,Member,Female,Food and beverages,97.19,9,43.7355,918.4455,02/10/2025,09:31,Cash,4.4
426-31-3809,A,Mandalay,Normal,Male,Electronic accessories,39.8,5,9.95,208.95,07/05/2025,18:03,Cash,4.8
226-81-7118,B,Naypyitaw,Normal,Male,Health and beauty,39.67,1,1.9835,41.6535,07/20/2025,15:07,Credit card,5.4
396-78-5686,B,Mandalay,Member,Male,Fashion accessories,98.33,2,9.833,206.493,10/18/2025,08:50,Ewallet,9.6
742-29-8670,C,Yangon,Normal,Male,Sports and travel,67.69,2,6.769,142.149,01/14/2026,13:55,Ewallet,4.4
744-34-4634,B,Mandalay,Normal,Male,Health and beauty,31.3,5,7.825,164.325,02/21/2025,19:55,Credit card,6.1
049-65-0572,C,Naypyitaw,Normal,Female,Home and lifestyle,11.26,5,2.815,59.115,12/27/2025,19:24,Cash,4.3
416-69-0509,A,Mandalay,Member,Female,Home and lifestyle,47.96,9,21.582,453.222,01/03/2026,05:18,Credit card,4.3
114-58-7067,A,Naypyitaw,Member,Male,Health and beauty,51.58,1,2.579,54.159,10/18/2025,15:16,Ewallet,6.7
054-76-8620,C,Yangon,Normal,Male,Sports and travel,36.51,8,14.604,306.684,03/25/2025,14:33,Credit card,9.4
406-43-0279,A,Mandalay,Normal,Female,Food and beverages,46.88,2,4.688,98.448,11/15/2025,15:37,Ewallet,9.3
540-59-5103,B,Naypyitaw,Normal,Female,Health and beauty,39.45,3,5.9175,124.2675,03/06/2025,23:14,Ewallet,6.1
816-09-1739,A,Naypyitaw,Normal,Male,Health and beauty,20.84,1,1.042,21.882,12/30/2025,12:28,Cash,7.1
843-79-9890,A,Yangon,Member,Male,Fashion accessories,18.86,9,8.487,178.227,09/20/2025,13:26,Credit card,5.0
061-45-1758,A,Yangon,Normal,Female,Sports and travel,89.13,8,35.652,748.692,12/17/2025,20:23,Credit card,8.3
894-69-0049,C,Yangon,Member,Male,Health and beauty,77.4,8,30.96,650.16,05/25/2025,16:42,Cash,9.0
641-11-6476,A,Yangon,Member,Male,Food and beverages,51.74,2,5.174,108.654,06/12/2025,12:38,Ewallet,5.1
956-02-5166,A,Mandalay,Normal,Female,Electronic accessories,16.93,1,0.8465,17.7765,11/23/2025,04:40,Credit card,7.0
559-86-6006,C,Mandalay,Normal,Male,Food and beverages,86.78,9,39.051,820.071,04/21/2025,07:46,Credit card,5.6
881-91-7531,B,Yangon,Normal,Male,Home and lifestyle,94.7,8,37.88,795.48,04/15/2025,18:20,Credit card,5.7
731-91-2832,C,Naypyitaw,Member,Male,Electronic accessories,52.33,10,26.165,549.465,02/28/2025,09:47,Credit card,7.5
852-82-6346,A,Naypyitaw,Normal,Female,Home and lifestyle,86.77,7,30.3695,637.7595,11/14/2025,22:06,Cash,9.3
021-16-5770,A,Mandalay,Member,Male,Electronic accessories,52.98,9,23.841,500.661,07/28/2025,03:59,Credit card,6.8
219-98-9580,B,Naypyitaw,Member,Male,Health and beauty,48.93,1,2.4465,51.3765,12/24/2025,20:39,Credit card,8.9
465-32-9086,B,Yangon,Normal,Female,Electronic accessories,16.09,6,4.827,101.367,04/05/2025,23:14,Credit card,5.4
694-13-6810,B,Mandalay,Normal,Male,Electronic accessories,60.14,1,3.007,63.147,11/12/2025,16:02,Cash,9.2
874-77-0557,A,Mandalay,Normal,Male,Food and beverages,25.59,3,3.8385,80.6085,09/03/2025,13:49,Cash,6.2
757-57-5578,A,Mandalay,Member,Female,Fashion accessories,16.06,4,3.212,67.452,11/08/2025,15:33,Credit card,6.4
378-18-7886,C,Naypyitaw,Normal,Male,Electronic accessories,24.92,1,1.246,26.166,10/21/2025,17:24,Credit card,8.1
076-63-0437,B,Mandalay,Normal,Female,Sports and travel,98.89,7,34.6115,726.8415,08/10/2025,11:08,Ewallet,8.8
630-31-8631,B,Naypyitaw,Member,Male,Electronic accessories,88.08,5,22.02,462.42,07/16/2025,05:36,Ewallet,9.8
976-53-8382,C,Naypyitaw,Member,Male,Fashion accessories,32.43,9,14.5935,306.4635,01/22/2026,22:51,Cash,6.4
892-29-6739,B,Yangon,Normal,Male,Food and beverages,38.3,5,9.575,201.075,01/25/2026,16:09,Ewallet,5.1
006-88-3244,C,Naypyitaw,Normal,Female,Fashion accessories,52.05,6,15.615,327.915,07/23/2025,07:34,Ewallet,4.3
851-95-4367,A,Naypyitaw,Member,Female,Electronic accessories,70.8,10,35.4,743.4,12/23/2025,12:38,Cash,6.0
928-67-7789,C,Mandalay,Normal,Female,Sports and travel,66.15,2,6.615,138.915,02/03/2026,10:36,Cash,5.2
917-16-0892,C,Naypyitaw,Normal,Male,Fashion accessories,45.34,1,2.267,47.607,08/13/2025,02:10,Cash,7.4
123-80-0850,C,Naypyitaw,Normal,Female,Sports and travel,20.65,4,4.13,86.73,03/10/2025,16:18,Cash,8.2
943-60-3303,C,Yangon,Normal,Male,Electronic accessories,39.08,1,1.954,41.034,02/02/2026,02:09,Credit card,4.5
856-43-3355,B,Mandalay,Normal,Female,Fashion accessories,92.84,2,9.284,194.964,04/18/2025,09:57,Credit card,8.3
429-67-6592,C,Yangon,Normal,Male,Home and lifestyle,48.98,7,17.143,360.003,06/22/2025,19:22,Credit card,9.2
211-44-0041,C,Mandalay,Member,Female,Electronic accessories,13.1,6,3.93,82.53,11/13/2025,21:40,Credit card,5.7
970-08-4477,B,Naypyitaw,Normal,Male,Home and lifestyle,79.76,3,11.964,251.244,03/18/2025,07:01,Credit card,6.8
360-75-6477,C,Yangon,Normal,Male,Fashion accessories,78.0,5,19.5,409.5,05/03/2025,00:59,Ewallet,8.1
376-84-4052,B,Mandalay,Normal,Male,Health and beauty,24.5,4,4.9,102.9,05/15/2025,00:51,Ewallet,8.0
916-29-0853,A,Yangon,Member,Male,Health and beauty,88.17,5,22.0425,462.8925,04/09/2025,14:59,Credit card,7.9
377-51-2087,A,Naypyitaw,Normal,Male,Food and beverages,80.65,9,36.2925,762.1425,07/09/2025,02:18,Credit card,4.9
508-33-5491,C,Naypyitaw,Member,Female,Fashion accessories,90.24,8,36.096,758.016,06/01/2025,22:29,Cash,4.7
425-01-0543,C,Yangon,Normal,Female,Home and lifestyle,14.56,4,2.912,61.152,02/24/2025,10:54,Ewallet,8.0
523-45-1008,B,Naypyitaw,Normal,Male,Fashion accessories,39.24,9,17.658,370.818,12/27/2025,19:54,Cash,6.2
802-86-7331,C,Mandalay,Normal,Female,Sports and travel,14.59,5,3.6475,76.5975,09/07/2025,19:53,Cash,6.2
818-75-1619,C,Mandalay,Member,Female,Health and beauty,46.45,5,11.6125,243.8625,11/12/2025,07:35,Ewallet,6.9
967-33-1769,C,Naypyitaw,Member,Female,Health and beauty,33.98,10,16.99,356.79,07/31/2025,20:08,Ewallet,9.4
461-34-5787,A,Naypyitaw,Member,Female,Health and beauty,49.65,10,24.825,521.325,10/26/2025,02:20,Credit card,9.7
415-38-3828,B,Naypyitaw,Member,Female,Home and lifestyle,14.33,4,2.866,60.186,10/09/2025,07:46,Cash,8.6
404-02-5449,A,Yangon,Member,Male,Home and lifestyle,29.82,9,13.419,281.799,12/31/2025,23:18,Cash,9.3
148-25-0203,B,Naypyitaw,Normal,Male,Electronic accessories,20.88,4,4.176,87.696,12/08/2025,18:31,Credit card,7.8
050-07-6071,C,Yangon,Normal,Female,Health and beauty,83.55,10,41.775,877.275,01/10/2026,16:49,Credit card,7.4
710-18-2025,B,Naypyitaw,Member,Male,Electronic accessories,23.26,10,11.63,244.23,06/14/2025,06:35,Cash,4.1
459-42-7595,A,Yangon,Member,Female,Fashion accessories,41.57,4,8.314,174.594,03/13/2025,02:28,Cash,9.6
031-54-1135,C,Yangon,Normal,Male,Health and beauty,83.32,5,20.83,437.43,12/19/2025,10:43,Credit card,4.6
972-46-5049,C,Yangon,Normal,Male,Health and beauty,39.78,9,17.901,375.921,01/10/2026,14:00,Cash,7.2
651-83-3904,B,Mandalay,Member,Male,Health and beauty,31.38,10,15.69,329.49,03/14/2025,20:37,Ewallet,6.7
243-51-0946,A,Naypyitaw,Normal,Male,Electronic accessories,28.9,8,11.56,242.76,02/04/2026,23:34,Ewallet,5.0
259-47-2395,B,Yangon,Member,Female,Fashion accessories,72.89,3,10.9335,229.6035,08/29/2025,23:07,Ewallet,4.7
007-70-4933,C,Naypyitaw,Normal,Male,Health and beauty,29.82,2,2.982,62.622,06/20/2025,20:45,Cash,4.0
788-00-2739,B,Mandalay,Normal,Male,Health and beauty,88.3,9,39.735,834.435,05/27/2025,19:03,Credit card,6.5
824-66-4112,B,Naypyitaw,Member,Female,Fashion accessories,72.76,6,21.828,458.388,11/13/2025,16:01,Credit card,8.8
757-86-9808,A,Yangon,Normal,Male,Electronic accessories,26.54,8,10.616,222.936,06/01/2025,05:46,Ewallet,6.3
610-30-0470,B,Mandalay,Member,Female,Food and beverages,11.97,8,4.788,100.548,06/18/2025,18:26,Credit card,7.7
485-42-8786,C,Naypyitaw,Normal,Female,Food and beverages,34.16,4,6.832,143.472,08/23/2025,06:17,Ewallet,7.9
437-58-6494,B,Naypyitaw,Member,Female,Home and lifestyle,88.8,7,31.08,652.68,05/22/2025,09:59,Credit card,9.8
603-79-7596,C,Naypyitaw,Normal,Male,Sports and travel,50.31,1,2.5155,52.8255,08/07/2025,06:48,Cash,9.1
458-73-0973,A,Yangon,Normal,Female,Home and lifestyle,31.54,2,3.154,66.234,01/23/2026,10:59,Ewallet,8.9
468-24-0712,A,Mandalay,Normal,Female,Home and lifestyle,24.31,10,12.155,255.255,02/09/2025,09:17,Cash,9.4
323-34-7083,B,Yangon,Member,Male,Health and beauty,43.96,2,4.396,92.316,08/23/2025,07:19,Credit card,8.7
606-72-4970,B,Naypyitaw,Member,Female,Sports and travel,85.78,4,17.156,360.276,07/24/2025,12:16,Cash,6.7
114-41-4100,C,Yangon,Member,Female,Electronic accessories,90.52,2,9.052,190.092,10/17/2025,00:23,Credit card,9.5
509-16-3075,C,Yangon,Member,Female,Electronic accessories,15.98,7,5.593,117.453,01/26/2026,03:38,Credit card,8.2
751-47-6295,A,Naypyitaw,Member,Male,Food and beverages,45.59,10,22.795,478.695,10/05/2025,09:27,Ewallet,4.9
105-82-1356,B,Mandalay,Normal,Male,Health and beauty,48.52,6,14.556,305.676,11/04/2025,20:08,Ewallet,4.4
799-83-9905,A,Mandalay,Member,Male,Home and lifestyle,79.85,4,15.97,335.37,04/15/2025,12:35,Cash,5.8
809-63-0760,C,Yangon,Member,Female,Home and lifestyle,97.8,9,44.01,924.21,04/03/2025,04:12,Credit card,7.7
249-78-0187,A,Naypyitaw,Normal,Male,Fashion accessories,28.14,1,1.407,29.547,08/03/2025,22:41,Ewallet,6.0
684-85-8324,B,Mandalay,Member,Female,Fashion accessories,48.58,4,9.716,204.036,01/12/2026,10:33,Cash,8.2
051-80-2753,C,Yangon,Member,Female,Health and beauty,22.62,7,7.917,166.257,10/04/2025,01:24,Ewallet,9.9
343-31-5142,A,Naypyitaw,Normal,Female,Sports and travel,62.63,4,12.526,263.046,08/25/2025,21:58,Ewallet,8.1
122-92-2616,C,Yangon,Normal,Male,Electronic accessories,37.28,4,7.456,156.576,10/31/2025,14:10,Ewallet,4.7
210-56-5102,C,Naypyitaw,Normal,Female,Home and lifestyle,42.41,9,19.0845,400.7745,05/08/2025,06:42,Cash,7.6
882-98-3645,A,Mandalay,Normal,Female,Health and beauty,49.21,4,9.842,206.682,04/17/2025,02:51,Cash,9.8
891-94-6428,C,Yangon,Member,Male,Electronic accessories,13.94,1,0.697,14.637,07/12/2025,05:15,Credit card,8.1
938-76-0594,B,Mandalay,Normal,Male,Health and beauty,34.93,4,6.986,146.706,04/12/2025,01:41,Credit card,9.3
217-96-8041,B,Yangon,Member,Male,Health and beauty,54.75,2,5.475,114.975,03/04/2025,09:41,Cash,8.9
332-54-8266,B,Mandalay,Member,Female,Home and lifestyle,45.11,1,2.2555,47.3655,04/20/2025,21:21,Credit card,7.4
049-01-9599,A,Yangon,Member,Male,Food and beverages,72.49,1,3.6245,76.1145,12/27/2025,22:33,Cash,9.5
426-65-0574,B,Mandalay,Member,Male,Fashion accessories,48.78,1,2.439,51.219,02/20/2025,01:17,Credit card,7.2
095-55-3458,C,Naypyitaw,Member,Female,Home and lifestyle,94.51,1,4.7255,99.2355,10/06/2025,16:31,Ewallet,5.8
073-77-7494,B,Naypyitaw,Normal,Female,Food and beverages,35.51,4,7.102,149.142,04/28/2025,01:37,Credit card,10.0
430-06-8488,B,Yangon,Normal,Male,Sports and travel,40.96,2,4.096,86.016,09/18/2025,20:35,Ewallet,4.7
474-10-9295,C,Mandalay,Normal,Female,Food and beverages,60.63,7,21.2205,445.6305,01/04/2026,12:35,Cash,6.7
657-06-8263,B,Naypyitaw,Member,Female,Electronic accessories,59.59,6,17.877,375.417,09/01/2025,18:56,Cash,6.7
412-18-8629,C,Yangon,Member,Male,Sports and travel,82.36,9,37.062,778.302,12/28/2025,15:37,Cash,9.6
937-34-9151,C,Mandalay,Normal,Male,Electronic accessories,96.38,10,48.19,1011.99,06/18/2025,20:26,Cash,7.6
907-03-0928,A,Mandalay,Normal,Female,Electronic accessories,31.38,5,7.845,164.745,07/27/2025,02:05,Cash,5.8
007-28-1175,C,Naypyitaw,Member,Male,Electronic accessories,61.47,1,3.0735,64.5435,06/29/2025,06:49,Cash,8.2
389-61-6804,B,Yangon,Normal,Female,Health and beauty,46.98,3,7.047,147.987,08/02/2025,23:21,Ewallet,4.7
309-66-3926,C,Mandalay,Normal,Male,Food and beverages,83.45,4,16.69,350.49,07/09/2025,21:19,Credit card,9.2
867-19-7721,A,Naypyitaw,Normal,Female,Health and beauty,46.12,10,23.06,484.26,10/09/2025,16:08,Cash,6.5
738-56-2601,A,Mandalay,Member,Female,Food and beverages,53.85,3,8.0775,169.6275,06/04/2025,06:48,Credit card,9.2
296-25-7020,C,Yangon,Member,Female,Fashion accessories,92.76,9,41.742,876.582,04/23/2025,01:17,Ewallet,8.0
846-20-1171,A,Yangon,Member,Female,Home and lifestyle,13.66,2,1.366,28.686,10/17/2025,14:55,Cash,9.6
397-18-8369,A,Naypyitaw,Normal,Female,Sports and travel,78.49,1,3.9245,82.4145,03/29/2025,17:58,Ewallet,8.0
872-99-2674,C,Mandalay,Member,Male,Food and beverages,12.1,8,4.84,101.64,08/17/2025,08:10,Ewallet,4.3
289-66-0774,A,Yangon,Normal,Female,Health and beauty,15.65,9,7.0425,147.8925,12/03/2025,19:59,Cash,6.6
974-75-6026,B,Yangon,Member,Male,Home and lifestyle,91.47,4,18.294,384.174,12/12/2025,13:59,Credit card,5.5
389-96-1810,B,Mandalay,Member,Male,Fashion accessories,51.4,9,23.13,485.73,05/31/2025,15:22,Cash,6.1
160-62-6009,A,Mandalay,Normal,Male,Home and lifestyle,52.53,7,18.3855,386.0955,02/19/2025,10:39,Ewallet,5.9
167-23-1922,B,Yangon,Member,Male,Food and beverages,97.27,3,14.5905,306.4005,10/03/2025,17:55,Ewallet,6.9
034-67-9002,A,Naypyitaw,Member,Male,Home and lifestyle,29.19,1,1.4595,30.6495,12/09/2025,09:55,Cash,9.8
260-17-9509,C,Naypyitaw,Member,Female,Home and lifestyle,14.93,6,4.479,94.059,05/19/2025,08:47,Cash,5.7
066-87-9197,A,Naypyitaw,Normal,Male,Sports and travel,15.49,7,5.4215,113.8515,10/21/2025,12:59,Cash,7.4
050-57-7907,A,Naypyitaw,Member,Male,Food and beverages,67.9,10,33.95,712.95,01/21/2026,03:02,Credit card,5.5
972-72-3159,C,Yangon,Member,Female,Fashion accessories,92.11,7,32.2385,677.0085,12/02/2025,03:58,Cash,9.5
284-47-1733,A,Naypyitaw,Member,Male,Food and beverages,38.89,7,13.6115,285.8415,08/09/2025,11:31,Credit card,9.3
501-08-2302,B,Naypyitaw,Member,Female,Health and beauty,89.67,1,4.4835,94.1535,01/28/2026,11:17,Credit card,7.6
032-46-9707,A,Mandalay,Member,Male,Electronic accessories,42.43,10,21.215,445.515,05/08/2025,16:32,Cash,7.2
707-70-4096,A,Mandalay,Member,Female,Health and beauty,62.23,4,12.446,261.366,12/14/2025,07:46,Ewallet,4.3
738-75-4956,A,Mandalay,Normal,Male,Home and lifestyle,51.39,8,20.556,431.676,06/13/2025,08:23,Ewallet,6.1
163-91-4773,A,Mandalay,Normal,Male,Fashion accessories,48.75,4,9.75,204.75,10/09/2025,11:27,Credit card,8.8
974-27-4958,A,Mandalay,Normal,Male,Fashion accessories,83.41,9,37.5345,788.2245,12/28/2025,06:38,Ewallet,9.5
379-29-2036,A,Naypyitaw,Member,Female,Health and beauty,93.65,4,18.73,393.33,05/18/2025,09:18,Credit card,8.4
033-70-6546,B,Yangon,Normal,Female,Sports and travel,23.72,3,3.558,74.718,03/03/2025,01:07,Credit card,9.8
238-39-1078,B,Mandalay,Normal,Female,Health and beauty,23.45,10,11.725,246.225,07/21/2025,05:34,Credit card,4.4
604-19-1135,C,Mandalay,Member,Female,Food and beverages,74.99,4,14.998,314.958,08/02/2025,22:53,Ewallet,9.2
642-22-4175,C,Naypyitaw,Normal,Male,Food and beverages,94.28,4,18.856,395.976,05/23/2025,01:21,Ewallet,7.1
389-99-6985,A,Naypyitaw,Member,Male,Electronic accessories,35.08,2,3.508,73.668,11/27/2025,19:29,Ewallet,8.8
028-56-1275,C,Yangon,Normal,Female,Sports and travel,99.63,10,49.815,1046.115,06/17/2025,20:40,Credit card,8.9
715-71-6897,B,Mandalay,Member,Male,Health and beauty,60.29,5,15.0725,316.5225,12/13/2025,15:21,Cash,7.4
314-10-5199,A,Mandalay,Member,Male,Sports and travel,37.41,7,13.0935,274.9635,05/28/2025,22:13,Cash,5.6
902-60-6095,A,Yangon,Normal,Female,Health and beauty,36.17,8,14.468,303.828,02/14/2025,23:39,Cash,7.9
834-94-0630,B,Naypyitaw,Member,Male,Health and beauty,71.19,10,35.595,747.495,06/06/2025,17:14,Cash,5.1
275-25-2794,A,Mandalay,Normal,Male,Food and beverages,51.55,6,15.465,324.765,11/12/2025,13:18,Ewallet,5.8
821-39-1836,C,Mandalay,Member,Male,Electronic accessories,84.51,5,21.1275,443.6775,05/27/2025,19:48,Cash,6.0
662-18-9093,C,Yangon,Normal,Female,Home and lifestyle,39.54,10,19.77,415.17,11/02/2025,06:30,Ewallet,9.1
137-28-0085,A,Naypyitaw,Normal,Female,Sports and travel,12.52,6,3.756,78.876,12/23/2025,15:34,Cash,6.4
980-74-9215,A,Naypyitaw,Member,Female,Fashion accessories,97.47,5,24.3675,511.7175,01/12/2026,02:24,Cash,7.9
788-32-9657,B,Mandalay,Normal,Female,Health and beauty,35.93,3,5.3895,113.1795,11/01/2025,10:36,Ewallet,4.6
620-20-1335,B,Mandalay,Member,Female,Electronic accessories,20.65,3,3.0975,65.0475,05/25/2025,23:29,Cash,5.6
282-52-5986,C,Yangon,Normal,Female,Home and lifestyle,90.51,3,13.5765,285.1065,02/26/2025,17:02,Cash,5.9
958-87-4476,B,Mandalay,Member,Male,Health and beauty,71.24,4,14.248,299.208,10/26/2025,11:44,Ewallet,5.9
403-81-0890,B,Mandalay,Normal,Male,Fashion accessories,40.9,2,4.09,85.89,12/16/2025,18:03,Credit card,5.2
759-39-8140,A,Yangon,Normal,Male,Health and beauty,85.52,8,34.208,718.368,04/29/2025,23:20,Ewallet,4.0
202-53-3272,A,Yangon,Member,Female,Home and lifestyle,23.61,1,1.1805,24.7905,12/09/2025,13:43,Ewallet,7.8
994-74-1070,C,Naypyitaw,Normal,Male,Health and beauty,86.74,2,8.674,182.154,08/04/2025,20:38,Credit card,9.5
048-29-7190,C,Naypyitaw,Normal,Male,Health and beauty,19.76,3,2.964,62.244,01/24/2026,18:28,Ewallet,6.8
811-88-0502,A,Naypyitaw,Normal,Male,Home and lifestyle,71.99,2,7.199,151.179,08/07/2025,22:25,Cash,9.5
595-69-9690,C,Naypyitaw,Member,Female,Food and beverages,67.97,1,3.3985,71.3685,10/14/2025,04:09,Cash,4.6
140-76-8643,A,Mandalay,Normal,Male,Home and lifestyle,88.89,3,13.3335,280.0035,09/26/2025,13:26,Credit card,5.1
654-05-8536,A,Naypyitaw,Member,Female,Health and beauty,65.95,8,26.38,553.98,03/07/2025,02:49,Cash,8.3
126-14-3847,B,Yangon,Normal,Female,Sports and travel,84.69,10,42.345,889.245,08/12/2025,01:39,Ewallet,6.7
601-09-7305,A,Yangon,Normal,Female,Electronic accessories,36.29,1,1.8145,38.1045,08/26/2025,21:22,Ewallet,7.2
013-28-1081,C,Mandalay,Member,Male,Home and lifestyle,81.27,1,4.0635,85.3335,10/21/2025,22:14,Credit card,8.5
446-31-5379,C,Mandalay,Member,Male,Electronic accessories,86.71,3,13.0065,273.1365,09/09/2025,16:14,Credit card,7.8
572-01-1208,C,Yangon,Normal,Female,Sports and travel,31.68,6,9.504,199.584,03/08/2025,15:02,Credit card,4.0
912-34-2564,B,Yangon,Normal,Male,Fashion accessories,58.6,1,2.93,61.53,09/24/2025,22:56,Ewallet,6.6
437-74-6158,C,Mandalay,Normal,Male,Electronic accessories,27.17,7,9.5095,199.6995,11/12/2025,07:48,Credit card,5.8
698-00-5105,A,Yangon,Member,Male,Electronic accessories,98.92,2,9.892,207.732,12/29/2025,16:57,Cash,6.9
209-63-7455,C,Mandalay,Normal,Female,Sports and travel,60.27,5,15.0675,316.4175,05/15/2025,16:16,Cash,7.7
592-84-5347,A,Naypyitaw,Normal,Female,Home and lifestyle,36.2,7,12.67,266.07,08/16/2025,02:03,Credit card,4.8
323-12-3669,C,Naypyitaw,Member,Male,Home and lifestyle,28.12,4,5.624,118.104,08/16/2025,21:32,Cash,4.3
505-14-7844,A,Naypyitaw,Normal,Male,Sports and travel,71.34,10,35.67,749.07,03/22/2025,18:52,Cash,4.8
151-62-1825,A,Mandalay,Normal,Female,Electronic accessories,49.66,10,24.83,521.43,02/21/2025,03:22,Credit card,6.4
245-40-9067,B,Yangon,Member,Male,Food and beverages,18.13,10,9.065,190.365,09/14/2025,21:03,Cash,7.5
945-48-7658,B,Yangon,Normal,Female,Fashion accessories,69.17,3,10.3755,217.8855,10/15/2025,14:39,Ewallet,7.6
597-91-1687,A,Yangon,Member,Female,Food and beverages,58.56,10,29.28,614.88,10/26/2025,08:42,Credit card,7.1
389-57-4041,A,Yangon,Member,Female,Food and beverages,12.8,4,2.56,53.76,09/21/2025,09:55,Credit card,6.5
992-04-4208,A,Mandalay,Member,Female,Fashion accessories,89.86,10,44.93,943.53,09/09/2025,23:05,Cash,5.9
361-35-7607,B,Yangon,Normal,Male,Food and beverages,51.86,7,18.151,381.171,06/30/2025,19:20,Credit card,4.0
916-38-8472,A,Naypyitaw,Normal,Male,Fashion accessories,65.12,8,26.048,547.008,09/07/2025,02:32,Credit card,7.6
851-60-2155,C,Naypyitaw,Normal,Male,Health and beauty,48.52,5,12.13,254.73,01/08/2026,01:03,Cash,5.2
761-81-3922,B,Mandalay,Normal,Female,Home and lifestyle,99.23,9,44.6535,937.7235,09/21/2025,01:43,Ewallet,6.3
796-55-5709,B,Naypyitaw,Member,Female,Fashion accessories,83.98,6,25.194,529.074,07/31/2025,05:56,Cash,7.7
453-03-5795,C,Mandalay,Normal,Male,Electronic accessories,46.76,6,14.028,294.588,02/26/2025,07:30,Credit card,9.0
469-92-9551,C,Yangon,Normal,Female,Electronic accessories,93.52,5,23.38,490.98,09/17/2025,00:21,Ewallet,7.6
944-24-4452,B,Naypyitaw,Member,Male,Food and beverages,18.35,9,8.2575,173.4075,07/26/2025,00:02,Cash,8.5
262-48-4067,A,Naypyitaw,Normal,Male,Home and lifestyle,28.62,8,11.448,240.408,12/17/2025,04:35,Cash,8.1
961-60-1549,B,Yangon,Normal,Male,Food and beverages,95.04,8,38.016,798.336,09/18/2025,14:40,Cash,4.1
395-96-5173,C,Naypyitaw,Member,Female,Fashion accessories,21.15,8,8.46,177.66,07/26/2025,23:30,Cash,9.3
051-18-3119,B,Mandalay,Member,Male,Electronic accessories,39.71,7,13.8985,291.8685,11/30/2025,13:31,Cash,6.3
110-15-1391,C,Yangon,Normal,Male,Health and beauty,85.64,4,17.128,359.688,05/09/2025,20:21,Cash,8.6
750-54-4681,B,Naypyitaw,Member,Female,Sports and travel,73.06,9,32.877,690.417,05/28/2025,19:58,Credit card,8.2
632-12-5371,A,Yangon,Normal,Male,Electronic accessories,10.63,8,4.252,89.292,01/30/2026,05:10,Credit card,7.6
903-60-3015,C,Naypyitaw,Normal,Female,Electronic accessories,24.71,7,8.6485,181.6185,05/02/2025,01:48,Ewallet,5.0
154-92-1023,B,Naypyitaw,Normal,Female,Home and lifestyle,40.27,1,2.0135,42.2835,01/24/2026,14:06,Cash,6.3
362-58-9266,A,Mandalay,Member,Male,Fashion accessories,63.51,7,22.2285,466.7985,09/04/2025,05:49,Ewallet,8.7
509-86-4162,C,Yangon,Member,Female,Health and beauty,89.66,1,4.483,94.143,11/05/2025,07:55,Credit card,8.8
530-57-7703,C,Mandalay,Member,Male,Fashion accessories,44.0,3,6.6,138.6,05/05/2025,10:40,Credit card,6.3
460-99-1517,A,Mandalay,Member,Female,Health and beauty,74.36,1,3.718,78.078,06/07/2025,02:59,Cash,9.0
164-35-4189,B,Yangon,Member,Female,Fashion accessories,72.93,10,36.465,765.765,05/01/2025,12:37,Ewallet,4.2
960-24-2425,C,Naypyitaw,Normal,Male,Electronic accessories,41.28,2,4.128,86.688,03/03/2025,23:40,Credit card,5.0
149-98-0162,B,Mandalay,Normal,Male,Electronic accessories,80.81,1,4.0405,84.8505,09/27/2025,06:10,Credit card,4.9
702-48-8895,B,Naypyitaw,Member,Male,Electronic accessories,74.02,9,33.309,699.489,05/12/2025,18:14,Ewallet,4.5
781-39-7879,A,Mandalay,Member,Male,Fashion accessories,94.82,5,23.705,497.805,02/27/2025,05:56,Credit card,4.4
031-97-7254,C,Naypyitaw,Normal,Male,Fashion accessories,23.18,3,3.477,73.017,04/09/2025,16:06,Credit card,4.9
626-38-1355,C,Naypyitaw,Normal,Female,Fashion accessories,68.42,3,10.263,215.523,10/11/2025,06:08,Cash,6.2
890-38-3380,C,Mandalay,Member,Female,Health and beauty,27.81,10,13.905,292.005,11/27/2025,04:43,Cash,6.3
646-50-5292,B,Mandalay,Member,Female,Food and beverages,62.77,8,25.108,527.268,01/08/2026,12:41,Credit card,9.6
133-47-6303,B,Mandalay,Normal,Female,Home and lifestyle,86.21,1,4.3105,90.5205,02/28/2025,14:25,Cash,4.3
660-71-9943,B,Yangon,Normal,Male,Home and lifestyle,56.5,8,22.6,474.6,05/24/2025,03:03,Ewallet,8.1
417-31-0926,A,Yangon,Member,Male,Food and beverages,81.05,5,20.2625,425.5125,02/10/2025,15:30,Ewallet,8.7
089-40-4695,A,Naypyitaw,Member,Male,Home and lifestyle,71.75,6,21.525,452.025,09/24/2025,00:35,Credit card,7.0
299-83-9776,C,Naypyitaw,Normal,Male,Home and lifestyle,18.7,5,4.675,98.175,02/12/2025,14:03,Credit card,7.2
417-45-4902,C,Yangon,Member,Male,Fashion accessories,71.11,1,3.5555,74.6655,06/12/2025,19:40,Ewallet,9.2
532-92-7683,A,Mandalay,Normal,Female,Electronic accessories,51.52,10,25.76,540.96,03/29/2025,07:36,Ewallet,6.6
